"date","location_name","location","horizon","rate_diff","category","season","weekly_rate","count","numeric_category"
2023-10-07,"Florida","12",3,NA,NA,24,1.03679018413935,230,NA
2023-10-07,"Georgia","13",0,NA,NA,24,0.322418574110304,35,NA
2023-10-07,"Georgia","13",1,NA,NA,24,0.322418574110304,35,NA
2023-10-07,"Georgia","13",2,NA,NA,24,0.322418574110304,35,NA
2023-10-07,"Georgia","13",3,NA,NA,24,0.322418574110304,35,NA
2023-10-07,"Hawaii","15",0,NA,NA,24,0.714808034728234,10,NA
2023-10-07,"Hawaii","15",1,NA,NA,24,0.714808034728234,10,NA
2023-10-07,"Hawaii","15",2,NA,NA,24,0.714808034728234,10,NA
2023-10-07,"Hawaii","15",3,NA,NA,24,0.714808034728234,10,NA
2023-10-07,"Iowa","19",0,NA,NA,24,0.0937434379593428,3,NA
2023-10-07,"Iowa","19",1,NA,NA,24,0.0937434379593428,3,NA
2023-10-07,"Iowa","19",2,NA,NA,24,0.0937434379593428,3,NA
2023-10-07,"Iowa","19",3,NA,NA,24,0.0937434379593428,3,NA
2023-10-07,"Idaho","16",0,NA,NA,24,0.206662702187163,4,NA
2023-10-07,"Idaho","16",1,NA,NA,24,0.206662702187163,4,NA
2023-10-07,"Idaho","16",2,NA,NA,24,0.206662702187163,4,NA
2023-10-07,"Idaho","16",3,NA,NA,24,0.206662702187163,4,NA
2023-10-07,"Illinois","17",0,NA,NA,24,0.167156248746328,21,NA
2023-10-07,"Illinois","17",1,NA,NA,24,0.167156248746328,21,NA
2023-10-07,"Illinois","17",2,NA,NA,24,0.167156248746328,21,NA
2023-10-07,"Illinois","17",3,NA,NA,24,0.167156248746328,21,NA
2023-10-07,"Indiana","18",0,NA,NA,24,0.117097029965569,8,NA
2023-10-07,"Indiana","18",1,NA,NA,24,0.117097029965569,8,NA
2023-10-07,"Indiana","18",2,NA,NA,24,0.117097029965569,8,NA
2023-10-07,"Indiana","18",3,NA,NA,24,0.117097029965569,8,NA
2023-10-07,"Kansas","20",0,NA,NA,24,0.514323744852905,15,NA
2023-10-07,"Kansas","20",1,NA,NA,24,0.514323744852905,15,NA
2023-10-07,"Kansas","20",2,NA,NA,24,0.514323744852905,15,NA
2023-10-07,"Kansas","20",3,NA,NA,24,0.514323744852905,15,NA
2023-10-07,"Kentucky","21",0,NA,NA,24,0.267000179557621,12,NA
2023-10-07,"Kentucky","21",1,NA,NA,24,0.267000179557621,12,NA
2023-10-07,"Kentucky","21",2,NA,NA,24,0.267000179557621,12,NA
2023-10-07,"Kentucky","21",3,NA,NA,24,0.267000179557621,12,NA
2023-10-07,"Louisiana","22",0,NA,NA,24,0.415293829127135,19,NA
2023-10-07,"Louisiana","22",1,NA,NA,24,0.415293829127135,19,NA
2023-10-07,"Louisiana","22",2,NA,NA,24,0.415293829127135,19,NA
2023-10-07,"Louisiana","22",3,NA,NA,24,0.415293829127135,19,NA
2023-10-07,"Massachusetts","25",0,NA,NA,24,0.2006115212343,14,NA
2023-10-07,"Massachusetts","25",1,NA,NA,24,0.2006115212343,14,NA
2023-10-07,"Massachusetts","25",2,NA,NA,24,0.2006115212343,14,NA
2023-10-07,"Massachusetts","25",3,NA,NA,24,0.2006115212343,14,NA
2023-10-07,"Maryland","24",0,NA,NA,24,0.0489146651057454,3,NA
2023-10-07,"Maryland","24",1,NA,NA,24,0.0489146651057454,3,NA
2023-10-07,"Maryland","24",2,NA,NA,24,0.0489146651057454,3,NA
2023-10-07,"Maryland","24",3,NA,NA,24,0.0489146651057454,3,NA
2023-10-07,"Maine","23",0,NA,NA,24,0.361129990184487,5,NA
2023-10-07,"Maine","23",1,NA,NA,24,0.361129990184487,5,NA
2023-10-07,"Maine","23",2,NA,NA,24,0.361129990184487,5,NA
2023-10-07,"Maine","23",3,NA,NA,24,0.361129990184487,5,NA
2023-10-07,"Michigan","26",0,NA,NA,24,0.169456468377679,17,NA
2023-10-07,"Michigan","26",1,NA,NA,24,0.169456468377679,17,NA
2023-10-07,"Michigan","26",2,NA,NA,24,0.169456468377679,17,NA
2023-10-07,"Michigan","26",3,NA,NA,24,0.169456468377679,17,NA
2023-10-07,"Minnesota","27",0,NA,NA,24,0.0524792234754261,3,NA
2023-10-07,"Minnesota","27",1,NA,NA,24,0.0524792234754261,3,NA
2023-10-07,"Minnesota","27",2,NA,NA,24,0.0524792234754261,3,NA
2023-10-07,"Minnesota","27",3,NA,NA,24,0.0524792234754261,3,NA
2023-10-07,"Missouri","29",0,NA,NA,24,0.389323642635286,24,NA
2023-10-07,"Missouri","29",1,NA,NA,24,0.389323642635286,24,NA
2023-10-07,"Missouri","29",2,NA,NA,24,0.389323642635286,24,NA
2023-10-07,"Missouri","29",3,NA,NA,24,0.389323642635286,24,NA
2023-10-07,"Mississippi","28",0,NA,NA,24,0.990672307805302,29,NA
2023-10-07,"Mississippi","28",1,NA,NA,24,0.990672307805302,29,NA
2023-10-07,"Mississippi","28",2,NA,NA,24,0.990672307805302,29,NA
2023-10-07,"Mississippi","28",3,NA,NA,24,0.990672307805302,29,NA
2023-10-07,"Montana","30",0,NA,NA,24,0,0,NA
2023-10-07,"Montana","30",1,NA,NA,24,0,0,NA
2023-10-07,"Montana","30",2,NA,NA,24,0,0,NA
2023-10-07,"Montana","30",3,NA,NA,24,0,0,NA
2023-10-07,"North Carolina","37",0,NA,NA,24,0.349169853392072,37,NA
2023-10-07,"North Carolina","37",1,NA,NA,24,0.349169853392072,37,NA
2023-10-07,"North Carolina","37",2,NA,NA,24,0.349169853392072,37,NA
2023-10-07,"North Carolina","37",3,NA,NA,24,0.349169853392072,37,NA
2023-10-07,"North Dakota","38",0,NA,NA,24,0,0,NA
2023-10-07,"North Dakota","38",1,NA,NA,24,0,0,NA
2023-10-07,"North Dakota","38",2,NA,NA,24,0,0,NA
2023-10-07,"North Dakota","38",3,NA,NA,24,0,0,NA
2023-10-07,"Nebraska","31",0,NA,NA,24,0.254906309186059,5,NA
2023-10-07,"Nebraska","31",1,NA,NA,24,0.254906309186059,5,NA
2023-10-07,"Nebraska","31",2,NA,NA,24,0.254906309186059,5,NA
2023-10-07,"Nebraska","31",3,NA,NA,24,0.254906309186059,5,NA
2023-10-07,"New Hampshire","33",0,NA,NA,24,0.143400836887284,2,NA
2023-10-07,"New Hampshire","33",1,NA,NA,24,0.143400836887284,2,NA
2023-10-07,"New Hampshire","33",2,NA,NA,24,0.143400836887284,2,NA
2023-10-07,"New Hampshire","33",3,NA,NA,24,0.143400836887284,2,NA
2023-10-07,"New Jersey","34",0,NA,NA,24,0.183701624473465,17,NA
2023-10-07,"New Jersey","34",1,NA,NA,24,0.183701624473465,17,NA
2023-10-07,"New Jersey","34",2,NA,NA,24,0.183701624473465,17,NA
2023-10-07,"New Jersey","34",3,NA,NA,24,0.183701624473465,17,NA
2023-10-07,"New Mexico","35",0,NA,NA,24,0.285703537819292,6,NA
2023-10-07,"New Mexico","35",1,NA,NA,24,0.285703537819292,6,NA
2023-10-07,"New Mexico","35",2,NA,NA,24,0.285703537819292,6,NA
2023-10-07,"New Mexico","35",3,NA,NA,24,0.285703537819292,6,NA
2023-10-07,"Nevada","32",0,NA,NA,24,0.157950984018835,5,NA
2023-10-07,"Nevada","32",1,NA,NA,24,0.157950984018835,5,NA
2023-10-07,"Nevada","32",2,NA,NA,24,0.157950984018835,5,NA
2023-10-07,"Nevada","32",3,NA,NA,24,0.157950984018835,5,NA
2023-10-07,"New York","36",0,NA,NA,24,0.188226292771246,37,NA
2023-10-07,"New York","36",1,NA,NA,24,0.188226292771246,37,NA
2023-10-07,"New York","36",2,NA,NA,24,0.188226292771246,37,NA
2023-10-07,"New York","36",3,NA,NA,24,0.188226292771246,37,NA
2023-10-07,"Ohio","39",0,NA,NA,24,0.153200577089552,18,NA
2023-10-07,"Ohio","39",1,NA,NA,24,0.153200577089552,18,NA
2023-10-07,"Ohio","39",2,NA,NA,24,0.153200577089552,18,NA
2023-10-07,"Ohio","39",3,NA,NA,24,0.153200577089552,18,NA
2023-10-07,"Oklahoma","40",0,NA,NA,24,0.374881350052708,15,NA
2023-10-07,"Oklahoma","40",1,NA,NA,24,0.374881350052708,15,NA
2023-10-07,"Oklahoma","40",2,NA,NA,24,0.374881350052708,15,NA
2023-10-07,"Oklahoma","40",3,NA,NA,24,0.374881350052708,15,NA
2023-10-07,"Oregon","41",0,NA,NA,24,0.141554003442122,6,NA
2023-10-07,"Oregon","41",1,NA,NA,24,0.141554003442122,6,NA
2023-10-07,"Oregon","41",2,NA,NA,24,0.141554003442122,6,NA
2023-10-07,"Oregon","41",3,NA,NA,24,0.141554003442122,6,NA
2023-10-07,"Pennsylvania","42",0,NA,NA,24,0.316131756313922,41,NA
2023-10-07,"Pennsylvania","42",1,NA,NA,24,0.316131756313922,41,NA
2023-10-07,"Pennsylvania","42",2,NA,NA,24,0.316131756313922,41,NA
2023-10-07,"Pennsylvania","42",3,NA,NA,24,0.316131756313922,41,NA
2023-10-07,"Puerto Rico","72",0,NA,NA,24,3.38321348790998,109,NA
2023-10-07,"Puerto Rico","72",1,NA,NA,24,3.38321348790998,109,NA
2023-10-07,"Puerto Rico","72",2,NA,NA,24,3.38321348790998,109,NA
2023-10-07,"Puerto Rico","72",3,NA,NA,24,3.38321348790998,109,NA
2023-10-07,"Rhode Island","44",0,NA,NA,24,0.0917103054870276,1,NA
2023-10-07,"Rhode Island","44",1,NA,NA,24,0.0917103054870276,1,NA
2023-10-07,"Rhode Island","44",2,NA,NA,24,0.0917103054870276,1,NA
2023-10-07,"Rhode Island","44",3,NA,NA,24,0.0917103054870276,1,NA
2023-10-07,"South Carolina","45",0,NA,NA,24,0.419364019215259,22,NA
2023-10-07,"South Carolina","45",1,NA,NA,24,0.419364019215259,22,NA
2023-10-07,"South Carolina","45",2,NA,NA,24,0.419364019215259,22,NA
2023-10-07,"South Carolina","45",3,NA,NA,24,0.419364019215259,22,NA
2023-10-07,"South Dakota","46",0,NA,NA,24,0,0,NA
2023-10-07,"South Dakota","46",1,NA,NA,24,0,0,NA
2023-10-07,"South Dakota","46",2,NA,NA,24,0,0,NA
2023-10-07,"South Dakota","46",3,NA,NA,24,0,0,NA
2023-10-07,"Tennessee","47",0,NA,NA,24,0.412482165480164,29,NA
2023-10-07,"Tennessee","47",1,NA,NA,24,0.412482165480164,29,NA
2023-10-07,"Tennessee","47",2,NA,NA,24,0.412482165480164,29,NA
2023-10-07,"Tennessee","47",3,NA,NA,24,0.412482165480164,29,NA
2023-10-07,"Texas","48",0,NA,NA,24,0.37439913535194,112,NA
2023-10-07,"Texas","48",1,NA,NA,24,0.37439913535194,112,NA
2023-10-07,"Texas","48",2,NA,NA,24,0.37439913535194,112,NA
2023-10-07,"Texas","48",3,NA,NA,24,0.37439913535194,112,NA
2023-10-07,"US","US",0,NA,NA,24,0.335942136748402,1116,NA
2023-10-07,"US","US",1,NA,NA,24,0.335942136748402,1116,NA
2023-10-07,"US","US",2,NA,NA,24,0.335942136748402,1116,NA
2023-10-07,"US","US",3,NA,NA,24,0.335942136748402,1116,NA
2023-10-07,"Utah","49",0,NA,NA,24,0.118475060111284,4,NA
2023-10-07,"Utah","49",1,NA,NA,24,0.118475060111284,4,NA
2023-10-07,"Utah","49",2,NA,NA,24,0.118475060111284,4,NA
2023-10-07,"Utah","49",3,NA,NA,24,0.118475060111284,4,NA
2023-10-07,"Virginia","51",0,NA,NA,24,0.582488123649647,50,NA
2023-10-07,"Virginia","51",1,NA,NA,24,0.582488123649647,50,NA
2023-10-07,"Virginia","51",2,NA,NA,24,0.582488123649647,50,NA
2023-10-07,"Virginia","51",3,NA,NA,24,0.582488123649647,50,NA
2023-10-07,"Vermont","50",0,NA,NA,24,0,0,NA
2023-10-07,"Vermont","50",1,NA,NA,24,0,0,NA
2023-10-07,"Vermont","50",2,NA,NA,24,0,0,NA
2023-10-07,"Vermont","50",3,NA,NA,24,0,0,NA
2023-10-07,"Washington","53",0,NA,NA,24,0.0517074177134618,4,NA
2023-10-07,"Washington","53",1,NA,NA,24,0.0517074177134618,4,NA
2023-10-07,"Washington","53",2,NA,NA,24,0.0517074177134618,4,NA
2023-10-07,"Washington","53",3,NA,NA,24,0.0517074177134618,4,NA
2023-10-07,"Wisconsin","55",0,NA,NA,24,0.16974983288129,10,NA
2023-10-07,"Wisconsin","55",1,NA,NA,24,0.16974983288129,10,NA
2023-10-07,"Wisconsin","55",2,NA,NA,24,0.16974983288129,10,NA
2023-10-07,"Wisconsin","55",3,NA,NA,24,0.16974983288129,10,NA
2023-10-07,"West Virginia","54",0,NA,NA,24,0.112677516384719,2,NA
2023-10-07,"West Virginia","54",1,NA,NA,24,0.112677516384719,2,NA
2023-10-07,"West Virginia","54",2,NA,NA,24,0.112677516384719,2,NA
2023-10-07,"West Virginia","54",3,NA,NA,24,0.112677516384719,2,NA
2023-10-07,"Wyoming","56",0,NA,NA,24,1.0370162967111,6,NA
2023-10-07,"Wyoming","56",1,NA,NA,24,1.0370162967111,6,NA
2023-10-07,"Wyoming","56",2,NA,NA,24,1.0370162967111,6,NA
2023-10-07,"Wyoming","56",3,NA,NA,24,1.0370162967111,6,NA
2023-10-14,"Alaska","02",0,0.562251028216568,"stable",24,1.96787859875799,14,"0"
2023-10-14,"Alaska","02",1,NA,"stable",24,1.96787859875799,14,"0"
2023-10-14,"Alaska","02",2,NA,"stable",24,1.96787859875799,14,"0"
2023-10-14,"Alaska","02",3,NA,"stable",24,1.96787859875799,14,"0"
2023-10-14,"Alabama","01",0,0.11848860672802,"stable",24,0.513450629154754,26,"0"
2023-10-14,"Alabama","01",1,NA,"stable",24,0.513450629154754,26,"0"
2023-10-14,"Alabama","01",2,NA,"stable",24,0.513450629154754,26,"0"
2023-10-14,"Alabama","01",3,NA,"stable",24,0.513450629154754,26,"0"
2023-10-14,"Arkansas","05",0,-0.065748856463014,"stable",24,0.493116423472605,15,"0"
2023-10-14,"Arkansas","05",1,NA,"stable",24,0.493116423472605,15,"0"
2023-10-14,"Arkansas","05",2,NA,"stable",24,0.493116423472605,15,"0"
2023-10-14,"Arkansas","05",3,NA,"stable",24,0.493116423472605,15,"0"
2023-10-14,"Arizona","04",0,0.068110444627707,"stable",24,0.286063867436369,21,"0"
2023-10-14,"Arizona","04",1,NA,"stable",24,0.286063867436369,21,"0"
2023-10-14,"Arizona","04",2,NA,"stable",24,0.286063867436369,21,"0"
2023-10-14,"Arizona","04",3,NA,"stable",24,0.286063867436369,21,"0"
2023-10-14,"California","06",0,0.0411453306825797,"stable",24,0.156866573227335,61,"0"
2023-10-14,"California","06",1,NA,NA,24,0.156866573227335,61,NA
2023-10-14,"California","06",2,NA,NA,24,0.156866573227335,61,NA
2023-10-14,"California","06",3,NA,NA,24,0.156866573227335,61,NA
2023-10-14,"Colorado","08",0,0.0861512250359595,"stable",24,0.258453675107879,15,"0"
2023-10-14,"Colorado","08",1,NA,"stable",24,0.258453675107879,15,"0"
2023-10-14,"Colorado","08",2,NA,"stable",24,0.258453675107879,15,"0"
2023-10-14,"Colorado","08",3,NA,"stable",24,0.258453675107879,15,"0"
2023-10-14,"Connecticut","09",0,-0.0276160017055643,"stable",24,0.0828480051166928,3,"0"
2023-10-14,"Connecticut","09",1,NA,"stable",24,0.0828480051166928,3,"0"
2023-10-14,"Connecticut","09",2,NA,"stable",24,0.0828480051166928,3,"0"
2023-10-14,"Connecticut","09",3,NA,"stable",24,0.0828480051166928,3,"0"
2023-10-14,"District of Columbia","11",0,0,"stable",24,0.299143253721342,2,"0"
2023-10-14,"District of Columbia","11",1,NA,"stable",24,0.299143253721342,2,"0"
2023-10-14,"District of Columbia","11",2,NA,"stable",24,0.299143253721342,2,"0"
2023-10-14,"District of Columbia","11",3,NA,"stable",24,0.299143253721342,2,"0"
2023-10-14,"Delaware","10",0,-0.19706918705019,"stable",24,0,0,"0"
2023-10-14,"Delaware","10",1,NA,"stable",24,0,0,"0"
2023-10-14,"Delaware","10",2,NA,"stable",24,0,0,"0"
2023-10-14,"Delaware","10",3,NA,"stable",24,0,0,"0"
2023-10-14,"Florida","12",0,-0.0676167511395226,"stable",24,0.969173432999824,215,"0"
2023-10-14,"Florida","12",1,NA,NA,24,0.969173432999824,215,NA
2023-10-14,"Florida","12",2,NA,NA,24,0.969173432999824,215,NA
2023-10-14,"Florida","12",3,NA,NA,24,0.969173432999824,215,NA
2023-10-14,"Georgia","13",0,0.0368478370411776,"stable",24,0.359266411151482,39,"0"
2023-10-14,"Georgia","13",1,NA,"stable",24,0.359266411151482,39,"0"
2023-10-14,"Georgia","13",2,NA,"stable",24,0.359266411151482,39,"0"
2023-10-14,"Georgia","13",3,NA,"stable",24,0.359266411151482,39,"0"
2023-10-14,"Hawaii","15",0,0.357404017364117,"stable",24,1.07221205209235,15,"0"
2023-10-14,"Hawaii","15",1,NA,"stable",24,1.07221205209235,15,"0"
2023-10-14,"Hawaii","15",2,NA,"stable",24,1.07221205209235,15,"0"
2023-10-14,"Hawaii","15",3,NA,"stable",24,1.07221205209235,15,"0"
2023-10-14,"Iowa","19",0,-0.0624956253062286,"stable",24,0.0312478126531143,1,"0"
2023-10-14,"Iowa","19",1,NA,"stable",24,0.0312478126531143,1,"0"
2023-10-14,"Iowa","19",2,NA,"stable",24,0.0312478126531143,1,"0"
2023-10-14,"Iowa","19",3,NA,"stable",24,0.0312478126531143,1,"0"
2023-10-14,"Idaho","16",0,-0.103331351093582,"stable",24,0.103331351093582,2,"0"
2023-10-14,"Idaho","16",1,NA,"stable",24,0.103331351093582,2,"0"
2023-10-14,"Idaho","16",2,NA,"stable",24,0.103331351093582,2,"0"
2023-10-14,"Idaho","16",3,NA,"stable",24,0.103331351093582,2,"0"
2023-10-14,"Illinois","17",0,-0.0238794641066183,"stable",24,0.14327678463971,18,"0"
2023-10-14,"Illinois","17",1,NA,"stable",24,0.14327678463971,18,"0"
2023-10-14,"Illinois","17",2,NA,"stable",24,0.14327678463971,18,"0"
2023-10-14,"Illinois","17",3,NA,"stable",24,0.14327678463971,18,"0"
2023-10-14,"Indiana","18",0,0.219556931185442,"stable",24,0.336653961151011,23,"0"
2023-10-14,"Indiana","18",1,NA,NA,24,0.336653961151011,23,NA
2023-10-14,"Indiana","18",2,NA,NA,24,0.336653961151011,23,NA
2023-10-14,"Indiana","18",3,NA,NA,24,0.336653961151011,23,NA
2023-10-14,"Kansas","20",0,-0.377170746225464,"stable",24,0.137152998627441,4,"0"
2023-10-14,"Kansas","20",1,NA,NA,24,0.137152998627441,4,NA
2023-10-14,"Kansas","20",2,NA,NA,24,0.137152998627441,4,NA
2023-10-14,"Kansas","20",3,NA,NA,24,0.137152998627441,4,NA
2023-10-14,"Kentucky","21",0,0.244750164594486,"stable",24,0.511750344152106,23,"0"
2023-10-14,"Kentucky","21",1,NA,NA,24,0.511750344152106,23,NA
2023-10-14,"Kentucky","21",2,NA,NA,24,0.511750344152106,23,NA
2023-10-14,"Kentucky","21",3,NA,NA,24,0.511750344152106,23,NA
2023-10-14,"Louisiana","22",0,0.196718129586538,"stable",24,0.612011958713673,28,"0"
2023-10-14,"Louisiana","22",1,NA,"stable",24,0.612011958713673,28,"0"
2023-10-14,"Louisiana","22",2,NA,"stable",24,0.612011958713673,28,"0"
2023-10-14,"Louisiana","22",3,NA,"stable",24,0.612011958713673,28,"0"
2023-10-14,"Massachusetts","25",0,0.0286587887477571,"stable",24,0.229270309982057,16,"0"
2023-10-14,"Massachusetts","25",1,NA,"stable",24,0.229270309982057,16,"0"
2023-10-14,"Massachusetts","25",2,NA,"stable",24,0.229270309982057,16,"0"
2023-10-14,"Massachusetts","25",3,NA,"stable",24,0.229270309982057,16,"0"
2023-10-14,"Maryland","24",0,0,"stable",24,0.0489146651057454,3,"0"
2023-10-14,"Maryland","24",1,NA,"stable",24,0.0489146651057454,3,"0"
2023-10-14,"Maryland","24",2,NA,"stable",24,0.0489146651057454,3,"0"
2023-10-14,"Maryland","24",3,NA,"stable",24,0.0489146651057454,3,"0"
2023-10-14,"Maine","23",0,-0.0722259980368974,"stable",24,0.288903992147589,4,"0"
2023-10-14,"Maine","23",1,NA,"stable",24,0.288903992147589,4,"0"
2023-10-14,"Maine","23",2,NA,"stable",24,0.288903992147589,4,"0"
2023-10-14,"Maine","23",3,NA,"stable",24,0.288903992147589,4,"0"
2023-10-14,"Michigan","26",0,0.0299040826548845,"stable",24,0.199360551032563,20,"0"
2023-10-14,"Michigan","26",1,NA,"stable",24,0.199360551032563,20,"0"
2023-10-14,"Michigan","26",2,NA,"stable",24,0.199360551032563,20,"0"
2023-10-14,"Michigan","26",3,NA,"stable",24,0.199360551032563,20,"0"
2023-10-14,"Minnesota","27",0,0.0524792234754261,"stable",24,0.104958446950852,6,"0"
2023-10-14,"Minnesota","27",1,NA,"stable",24,0.104958446950852,6,"0"
2023-10-14,"Minnesota","27",2,NA,"stable",24,0.104958446950852,6,"0"
2023-10-14,"Minnesota","27",3,NA,"stable",24,0.104958446950852,6,"0"
2023-10-14,"Missouri","29",0,0.016221818443137,"stable",24,0.405545461078423,25,"0"
2023-10-14,"Missouri","29",1,NA,"stable",24,0.405545461078423,25,"0"
2023-10-14,"Missouri","29",2,NA,"stable",24,0.405545461078423,25,"0"
2023-10-14,"Missouri","29",3,NA,"stable",24,0.405545461078423,25,"0"
2023-10-14,"Mississippi","28",0,-0.239127798435763,"stable",24,0.75154450936954,22,"0"
2023-10-14,"Mississippi","28",1,NA,"stable",24,0.75154450936954,22,"0"
2023-10-14,"Mississippi","28",2,NA,"stable",24,0.75154450936954,22,"0"
2023-10-14,"Mississippi","28",3,NA,"stable",24,0.75154450936954,22,"0"
2023-10-14,"Montana","30",0,0,"stable",24,0,0,"0"
2023-10-14,"Montana","30",1,NA,"stable",24,0,0,"0"
2023-10-14,"Montana","30",2,NA,"stable",24,0,0,"0"
2023-10-14,"Montana","30",3,NA,"stable",24,0,0,"0"
2023-10-14,"North Carolina","37",0,-0.16042939209906,"stable",24,0.188740461293012,20,"0"
2023-10-14,"North Carolina","37",1,NA,NA,24,0.188740461293012,20,NA
2023-10-14,"North Carolina","37",2,NA,NA,24,0.188740461293012,20,NA
2023-10-14,"North Carolina","37",3,NA,NA,24,0.188740461293012,20,NA
2023-10-14,"North Dakota","38",0,0.129523444391052,"stable",24,0.129523444391052,1,"0"
2023-10-14,"North Dakota","38",1,NA,"stable",24,0.129523444391052,1,"0"
2023-10-14,"North Dakota","38",2,NA,"stable",24,0.129523444391052,1,"0"
2023-10-14,"North Dakota","38",3,NA,"stable",24,0.129523444391052,1,"0"
2023-10-14,"Nebraska","31",0,0.203925047348847,"stable",24,0.458831356534906,9,"0"
2023-10-14,"Nebraska","31",1,NA,"stable",24,0.458831356534906,9,"0"
2023-10-14,"Nebraska","31",2,NA,"stable",24,0.458831356534906,9,"0"
2023-10-14,"Nebraska","31",3,NA,"stable",24,0.458831356534906,9,"0"
2023-10-14,"New Hampshire","33",0,-0.143400836887284,"stable",24,0,0,"0"
2023-10-14,"New Hampshire","33",1,NA,"stable",24,0,0,"0"
2023-10-14,"New Hampshire","33",2,NA,"stable",24,0,0,"0"
2023-10-14,"New Hampshire","33",3,NA,"stable",24,0,0,"0"
2023-10-14,"New Jersey","34",0,-0.0432239116408153,"stable",24,0.14047771283265,13,"0"
2023-10-14,"New Jersey","34",1,NA,"stable",24,0.14047771283265,13,"0"
2023-10-14,"New Jersey","34",2,NA,"stable",24,0.14047771283265,13,"0"
2023-10-14,"New Jersey","34",3,NA,"stable",24,0.14047771283265,13,"0"
2023-10-14,"New Mexico","35",0,-0.0952345126064305,"stable",24,0.190469025212861,4,"0"
2023-10-14,"New Mexico","35",1,NA,"stable",24,0.190469025212861,4,"0"
2023-10-14,"New Mexico","35",2,NA,"stable",24,0.190469025212861,4,"0"
2023-10-14,"New Mexico","35",3,NA,"stable",24,0.190469025212861,4,"0"
2023-10-14,"Nevada","32",0,0.0315901968037671,"stable",24,0.189541180822602,6,"0"
2023-10-14,"Nevada","32",1,NA,"stable",24,0.189541180822602,6,"0"
2023-10-14,"Nevada","32",2,NA,"stable",24,0.189541180822602,6,"0"
2023-10-14,"Nevada","32",3,NA,"stable",24,0.189541180822602,6,"0"
2023-10-14,"New York","36",0,-0.0559591681211811,"stable",24,0.132267124650064,26,"0"
2023-10-14,"New York","36",1,NA,NA,24,0.132267124650064,26,NA
2023-10-14,"New York","36",2,NA,NA,24,0.132267124650064,26,NA
2023-10-14,"New York","36",3,NA,NA,24,0.132267124650064,26,NA
2023-10-14,"Ohio","39",0,0.0255334295149253,"stable",24,0.178734006604477,21,"0"
2023-10-14,"Ohio","39",1,NA,"stable",24,0.178734006604477,21,"0"
2023-10-14,"Ohio","39",2,NA,"stable",24,0.178734006604477,21,"0"
